parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,in_degree_1,out_degree_1,in_degree_2,out_degree_2,total_degree_1,total_degree_2,common_neighbors,page_rank_1,page_rank_2,betweenness_1,betweenness_2,closeness_1,closeness_2,eigenvector_1,eigenvector_2,cluster_1,cluster_2
"Araya, Jaime","Bugueno, Felix",1.831357048748353,Región de Antofagasta (5),Región del Libertador General Bernardo O'Higgins (9),Ind-PPD,Comunes,Jaime Araya Guerrero,Felix Bugueno Sotelo,centro_izquierda,izquierda,jaime araya,félix bugueño,positive,positive,2,16,5,8,38.0,17.0,12,0.003353835122479165,0.003954582040918195,0.0021029394678749856,0.0,0.013157894736842105,0.03383458646616541,0.060823173136832775,0.02616503413088709,cluster_3,cluster_3
"Leal, Henry","Martinez, Cristobal",1.8326745718050064,Región de la Araucanía (11),Región de Ńuble (5),UDI,UDI,Henry Leal Bizama,Cristobal Martinez Ramirez,centro_derecha,centro_derecha,henry leal,cristóbal martínez,positive,positive,4,4,7,0,36.0,20.0,2,0.005725599847004616,0.006554216134591015,0.0029050966267766547,0.0,0.035526315789473684,0.05157894736842106,0.0690106121356183,0.03333738002389938,cluster_5,cluster_5
"Astudillo, Danisa","Tello, Carolina",1.8326745718050064,Región de Tarapacá (3),Región de Coquimbo (7),PS,PCCh,Danisa Astudillo Peiretti,Carolina Tello Rojas,centro_izquierda,izquierda,danisa astudillo,carolina tello,positive,positive,0,7,5,0,11.0,13.0,0,0.0029305674310870604,0.008014735687572794,0.0,0.0,0.0,0.07404815229563269,8.831898122157763e-16,0.02121186658634737,cluster_7,cluster_7
"Cariola, Karol","Hertz, Carmen",1.8326745718050064,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PCCh,Karol Cariola Oliva,Carmen Hertz Cadiz,izquierda,izquierda,karol cariola,carmen hertz,positive,positive,12,24,17,9,111.0,47.0,15,0.006183932373787416,0.015765241675772004,0.023744309672551225,0.01072586426586078,0.0805921052631579,0.12224108658743632,0.22865286518953865,0.1886280271762846,cluster_2,cluster_3
"Bello, Maria Francisca","Gazmuri, Ana Maria",1.83399209486166,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,AH,Maria Francisca Bello Campos,Ana Maria Gazmuri Vieira,izquierda,izquierda,francisca bello,ana maría gazmuri,positive,positive,3,11,11,4,19.0,30.0,12,0.003485789677044937,0.0073838162461313805,0.00010892296967584525,0.0013571802021610316,0.021052631578947368,0.08526315789473683,0.025865013900728522,0.0704511597266017,cluster_3,cluster_3
"Barrera, Boris","Mellado, Cosme",1.83399209486166,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),PCCh,PR,Boris Barrera Moreno,Cosme Mellado Pino,izquierda,centro_izquierda,boris barrera,cosme mellado,positive,positive,1,8,4,1,28.0,21.0,2,0.003096618602325501,0.004124110979702014,0.00010166143836412221,0.00016483676077611248,0.006578947368421052,0.0632591093117409,0.07386446616545454,0.08472666206965654,cluster_1,cluster_1
"Arce, Monica","Giordano, Andres",1.8353096179183133,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,Ind-RD,Monica Arce Castro,Andres Giordano Salazar,izquierda,izquierda,mónica arce,andrés giordano,positive,positive,2,12,13,2,23.0,20.0,12,0.003255234840309657,0.009180072714700142,3.6307656558615075e-05,0.0008583130010456605,0.014802631578947368,0.095,0.04209581922851577,0.07605611507394704,cluster_3,cluster_3
"Bravo, Marta","Leal, Henry",1.836627140974967,Región de Ńuble (5),Región de la Araucanía (11),UDI,UDI,Marta Bravo Salinas,Henry Leal Bizama,centro_derecha,centro_derecha,marta bravo,henry leal,negative,negative,0,4,4,4,12.0,36.0,1,0.0029305674310870604,0.005725599847004616,0.0,0.0029050966267766547,0.0,0.035526315789473684,0.02537505336107635,0.0690106121356183,cluster_5,cluster_5
"Bernales, Alejandro","Ulloa, Hector",1.8379446640316208,Región de Los Lagos (9),Región de Los Lagos (9),PL,Ind-PPD,Alejandro Bernales Maldonado,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,alejandro bernales,héctor ulloa,neutral,neutral,0,1,5,0,5.0,17.0,0,0.0029305674310870604,0.00791740575002824,0.0,0.0,0.0,0.07266746411483253,0.0004848636159456662,0.035837540924327296,cluster_3,cluster_3
"Cariola, Karol","Castillo, Nathalie",1.839262187088274,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PCCh,PCCh,Karol Cariola Oliva,Nathalie Castillo Rojas,izquierda,izquierda,karol cariola,nathalie castillo,positive,positive,12,24,10,4,111.0,20.0,12,0.006183932373787416,0.006249106494100079,0.023744309672551225,0.0019606134541652145,0.0805921052631579,0.07655502392344497,0.22865286518953865,0.0635646324561215,cluster_2,cluster_3
"Mirosevic, Vlado","Riquelme, Marcela",1.8405797101449275,Región de Arica y Parinacota (3),Región del Libertador General Bernardo O'Higgins (9),PL,Ind-CS,Vlado Mirosevic Verdugo,Marcela Riquelme Aliaga,centro_izquierda,izquierda,vlado mirosevic,marcela riquelme,positive,positive,18,7,6,2,98.0,23.0,1,0.01924656979098343,0.010327336894718044,0.012840871707201438,0.0034562468533364307,0.18804222093695777,0.15512465373961218,0.24624150615810503,0.062083410126732755,cluster_1,cluster_4
"Bulnes, Mercedes","Giordano, Andres",1.841897233201581,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,Ind-RD,Mercedes Bulnes Nunez,Andres Giordano Salazar,izquierda,izquierda,mercedes bulnes,andrés giordano,positive,positive,6,12,13,2,27.0,20.0,12,0.004374706195382495,0.009180072714700142,0.0009993542822925882,0.0008583130010456605,0.04029605263157895,0.095,0.04351146300710888,0.07605611507394704,cluster_2,cluster_3
"Castro, Jose Miguel","Labra, Paula",1.841897233201581,Región de Antofagasta (5),Región del Maule (11),RN,Ind-RN,Jose Miguel Castro Bascunan,Paula Labra Besserer,centro_derecha,centro_derecha,jose miguel castro,paula labra,positive,positive,1,11,2,2,30.0,10.0,1,0.0033456953591831633,0.003941127195968306,0.001989659579412107,0.005293656326246079,0.006578947368421052,0.04567307692307692,0.03476156667296238,0.03579005155242687,cluster_4,cluster_4
"Brito, Jorge","Ramirez, Matias",1.8432147562582344,Región de Valparaíso (16),Región de Tarapacá (3),RD,PCCh,Jorge Brito Hasbun,Matias Ramirez Pascal,izquierda,izquierda,jorge brito,matías ramírez,neutral,neutral,2,4,2,0,25.0,2.0,0,0.0037314109931257744,0.00443178227973678,0.0011117404438247937,0.0,0.017543859649122806,0.03369218500797448,0.07212141343382057,0.006719046684076015,cluster_1,cluster_1
"Cariola, Karol","Giordano, Andres",1.844532279314888,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,Ind-RD,Karol Cariola Oliva,Andres Giordano Salazar,izquierda,izquierda,karol cariola,andrés giordano,positive,positive,12,24,13,2,111.0,20.0,13,0.006183932373787416,0.009180072714700142,0.023744309672551225,0.0008583130010456605,0.0805921052631579,0.095,0.22865286518953865,0.07605611507394704,cluster_2,cluster_3
"Concha, Sara","Rey, Hugo",1.844532279314888,Región de Ńuble (5),Región del Maule (11),PSC,RN,Sara Concha Smith,Hugo Rey Martinez,derecha,centro_derecha,sara concha,hugo rey,positive,positive,1,11,7,1,25.0,10.0,5,0.0032863913694551484,0.008885620882526162,0.0012489833856163587,0.0,0.006578947368421052,0.05388823181549379,0.031432451912270364,0.01120712442619032,cluster_6,cluster_6
"Araya, Jaime","Bianchi, Carlos",1.8458498023715413,Región de Antofagasta (5),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,Ind-PPD,Jaime Araya Guerrero,Carlos Bianchi Chelech,centro_izquierda,centro_izquierda,jaime araya,carlos bianchi,positive,positive,2,16,4,16,38.0,41.0,13,0.003353835122479165,0.0037551153557000023,0.0021029394678749856,0.0014441802630195796,0.013157894736842105,0.027412280701754384,0.060823173136832775,0.09600645141669613,cluster_3,cluster_3
"Araya, Jaime","Bianchi, Carlos",1.8458498023715413,Región de Antofagasta (5),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,Ind-PPD,Jaime Araya Guerrero,Carlos Bianchi Chelech,centro_izquierda,centro_izquierda,jaime araya,carlos bianchi,positive,positive,2,16,4,16,38.0,41.0,13,0.003353835122479165,0.0037551153557000023,0.0021029394678749856,0.0014441802630195796,0.013157894736842105,0.027412280701754384,0.060823173136832775,0.09600645141669613,cluster_3,cluster_3
"Matheson, Christian","Romero, Natalia",1.8458498023715413,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-Evópoli,Ind-UDI,Christian Matheson Villan,Natalia Romero Talguia,centro_derecha,centro_derecha,christian matheson,natalia romero,positive,positive,3,3,14,0,11.0,31.0,3,0.003661808492581459,0.02207186048122681,0.0008659894770037677,0.0,0.033305921052631575,0.135498320268757,0.017632608638413615,0.04064009841601201,cluster_5,cluster_6
"Matheson, Christian","Romero, Natalia",1.8458498023715413,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-Evópoli,Ind-UDI,Christian Matheson Villan,Natalia Romero Talguia,centro_derecha,centro_derecha,christian matheson,natalia romero,neutral,neutral,3,3,14,0,11.0,31.0,3,0.003661808492581459,0.02207186048122681,0.0008659894770037677,0.0,0.033305921052631575,0.135498320268757,0.017632608638413615,0.04064009841601201,cluster_5,cluster_6
"Bobadilla, Sergio","Moreira, Cristhian",1.8484848484848484,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,UDI,Sergio Bobadilla Munoz,Cristhian Moreira Barros,centro_derecha,centro_derecha,sergio bobadilla,cristhian moreira,positive,positive,1,10,9,3,33.0,29.0,5,0.003207319383151129,0.008696469397916172,0.0002458547029826221,0.00235999767630998,0.006578947368421052,0.11418376449598572,0.0556698156833212,0.05358062637889388,cluster_5,cluster_5
"Coloma, Juan Antonio","Moreira, Cristhian",1.8484848484848484,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,UDI,Juan Antonio Coloma Alamos,Cristhian Moreira Barros,centro_derecha,centro_derecha,juan antonio coloma,cristhian moreira,positive,positive,3,8,9,3,59.0,29.0,3,0.003669225254095355,0.008696469397916172,0.0021464394983042594,0.00235999767630998,0.023496240601503758,0.11418376449598572,0.14938467296323665,0.05358062637889388,cluster_5,cluster_5
"Cuello, Luis Alberto","Santana, Juan",1.8484848484848484,Región de Valparaíso (16),Región de Atacama (5),PCCh,PS,Luis Cuello Pena y Lillo,Juan Santana Castillo,izquierda,centro_izquierda,luis cuello,juan santana,negative,negative,10,9,9,1,35.0,32.0,0,0.006746641865003008,0.014995578284714034,0.006172106112198479,0.0014283432090159169,0.07922149122807018,0.13921052631578948,0.06048908377593629,0.08465475242233617,cluster_3,cluster_7
"Acevedo, Maria Candelaria","Cariola, Karol",1.8524374176548088,Región del Biobío (13),Región Metropolitana de Santiago (47),PCCh,PCCh,Maria Candelaria Acevedo Saez,Karol Cariola Oliva,izquierda,izquierda,candelaria acevedo,karol cariola,positive,positive,0,17,12,24,31.0,111.0,12,0.0029305674310870604,0.006183932373787416,0.0,0.023744309672551225,0.0,0.0805921052631579,0.025654982901228494,0.22865286518953865,cluster_3,cluster_2
"Lilayu, Daniel","Ramirez, Guillermo",1.8563899868247693,Región de Los Lagos (9),Región Metropolitana de Santiago (47),UDI,UDI,Daniel Lilayu Vivanco,Guillermo Ramirez Diez,centro_derecha,centro_derecha,daniel lilayu,guillermo ramírez,negative,negative,1,3,6,4,10.0,43.0,1,0.003553259323231215,0.0070398154594340095,6.535378180550714e-05,0.0015131448612191035,0.006578947368421052,0.07894736842105263,0.02354955457290808,0.11681728902640026,cluster_5,cluster_5
"Bello, Maria Francisca","Cariola, Karol",1.8563899868247693,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,PCCh,Maria Francisca Bello Campos,Karol Cariola Oliva,izquierda,izquierda,francisca bello,karol cariola,positive,positive,3,11,12,24,19.0,111.0,13,0.003485789677044937,0.006183932373787416,0.00010892296967584525,0.023744309672551225,0.021052631578947368,0.0805921052631579,0.025865013900728522,0.22865286518953865,cluster_3,cluster_2
"Bianchi, Carlos","Ulloa, Hector",1.8577075098814229,Región de Magallanes y la Antártica Chilena (3),Región de Los Lagos (9),Ind-PPD,Ind-PPD,Carlos Bianchi Chelech,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,carlos bianchi,héctor ulloa,positive,positive,4,16,5,0,41.0,17.0,1,0.0037551153557000023,0.00791740575002824,0.0014441802630195796,0.0,0.027412280701754384,0.07266746411483253,0.09600645141669613,0.035837540924327296,cluster_3,cluster_3
"Leal, Henry","Weisse, Flor",1.8590250329380764,Región de la Araucanía (11),Región del Biobío (13),UDI,UDI,Henry Leal Bizama,Flor Weisse Novoa,centro_derecha,centro_derecha,henry leal,flor weisse,positive,positive,4,4,10,0,36.0,30.0,2,0.005725599847004616,0.020793755486606023,0.0029050966267766547,0.0,0.035526315789473684,0.180013611615245,0.0690106121356183,0.06741745007126923,cluster_5,cluster_5
"Matheson, Christian","Moreira, Cristhian",1.8590250329380764,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,UDI,Christian Matheson Villan,Cristhian Moreira Barros,centro_derecha,centro_derecha,christian matheson,cristhian moreira,positive,positive,3,3,9,3,11.0,29.0,3,0.003661808492581459,0.008696469397916172,0.0008659894770037677,0.00235999767630998,0.033305921052631575,0.11418376449598572,0.017632608638413615,0.05358062637889388,cluster_5,cluster_5
"Matheson, Christian","Moreira, Cristhian",1.8590250329380764,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,UDI,Christian Matheson Villan,Cristhian Moreira Barros,centro_derecha,centro_derecha,christian matheson,cristhian moreira,neutral,neutral,3,3,9,3,11.0,29.0,3,0.003661808492581459,0.008696469397916172,0.0008659894770037677,0.00235999767630998,0.033305921052631575,0.11418376449598572,0.017632608638413615,0.05358062637889388,cluster_5,cluster_5
"Perez, Marlene","Romero, Natalia",1.8616600790513835,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),Ind-UDI,Ind-UDI,Marlene Perez Cartes,Natalia Romero Talguia,centro_derecha,centro_derecha,marlene pérez,natalia romero,positive,positive,0,4,14,0,21.0,31.0,2,0.0029305674310870604,0.02207186048122681,0.0,0.0,0.0,0.135498320268757,0.019103344468953593,0.04064009841601201,cluster_6,cluster_6
"Ilabaca, Marcos","Schneider, Emilia",1.8629776021080369,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,CS,Marcos Ilabaca Cerda,Emilia Schneider Videla,centro_izquierda,izquierda,marcos ilabaca,emilia schneider,positive,positive,4,12,7,2,42.0,32.0,1,0.004838049274171383,0.010069789815173301,0.008959929008290806,0.0029844893691181595,0.0740514075887393,0.1252718573292736,0.0585513622962207,0.06963389944846664,cluster_1,cluster_1
"Ilabaca, Marcos","Soto, Leonardo",1.8629776021080369,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,PS,Marcos Ilabaca Cerda,Leonardo Soto Ferrada,centro_izquierda,centro_izquierda,marcos ilabaca,leonardo soto,positive,positive,4,12,3,1,42.0,18.0,2,0.004838049274171383,0.004737624465889664,0.008959929008290806,4.35691878703381e-05,0.0740514075887393,0.0728744939271255,0.0585513622962207,0.06871878185844821,cluster_1,cluster_1
"Gonzalez, Mauro","Rey, Hugo",1.8629776021080369,Región de Los Lagos (9),Región del Maule (11),RN,RN,Mauro Gonzalez Villarroel,Hugo Rey Martinez,centro_derecha,centro_derecha,mauro gonzález,hugo rey,positive,positive,2,6,7,1,13.0,10.0,5,0.0035403112232966095,0.008885620882526162,8.71383757406762e-05,0.0,0.013157894736842105,0.05388823181549379,0.0064584655931998105,0.01120712442619032,cluster_6,cluster_6
"Benavente, Gustavo","Moreira, Cristhian",1.8642951251646904,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,UDI,Gustavo Benavente Vergara,Cristhian Moreira Barros,centro_derecha,centro_derecha,gustavo benavente,cristhian moreira,neutral,neutral,0,9,9,3,24.0,29.0,4,0.0029305674310870604,0.008696469397916172,0.0,0.00235999767630998,0.0,0.11418376449598572,0.03778611389218854,0.05358062637889388,cluster_5,cluster_5
"Benavente, Gustavo","Moreira, Cristhian",1.8642951251646904,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,UDI,Gustavo Benavente Vergara,Cristhian Moreira Barros,centro_derecha,centro_derecha,gustavo benavente,cristhian moreira,positive,positive,0,9,9,3,24.0,29.0,4,0.0029305674310870604,0.008696469397916172,0.0,0.00235999767630998,0.0,0.11418376449598572,0.03778611389218854,0.05358062637889388,cluster_5,cluster_5
"Brito, Jorge","Yeomans, Gael",1.865612648221344,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RD,CS,Jorge Brito Hasbun,Gael Yeomans Araya,izquierda,izquierda,jorge brito,gael yeomans,positive,positive,2,4,18,0,25.0,47.0,1,0.0037314109931257744,0.061820117550024575,0.0011117404438247937,0.0,0.017543859649122806,0.2627212389380531,0.07212141343382057,0.13104403972365736,cluster_1,cluster_1
"Sauerbaum, Frank","Undurraga, Francisco",1.8682476943346509,Región de Ńuble (5),Región Metropolitana de Santiago (47),RN,Evópoli,Frank Sauerbaum Munoz,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,frank sauerbaum,francisco undurraga,positive,positive,5,2,11,2,43.0,47.0,0,0.007832474863607443,0.046209286283545016,0.000737045428139886,0.004814395259672359,0.084070796460177,0.2304002192982456,0.0650559962671464,0.11774056669617243,cluster_1,cluster_1
"Sauerbaum, Frank","Undurraga, Francisco",1.8682476943346509,Región de Ńuble (5),Región Metropolitana de Santiago (47),RN,Evópoli,Frank Sauerbaum Munoz,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,frank sauerbaum,francisco undurraga,positive,positive,5,2,11,2,43.0,47.0,0,0.007832474863607443,0.046209286283545016,0.000737045428139886,0.004814395259672359,0.084070796460177,0.2304002192982456,0.0650559962671464,0.11774056669617243,cluster_1,cluster_1
"Brito, Jorge","Ilabaca, Marcos",1.8695652173913044,Región de Valparaíso (16),Región de Los Ríos (5),RD,PS,Jorge Brito Hasbun,Marcos Ilabaca Cerda,izquierda,centro_izquierda,jorge brito,marcos ilabaca,negative,negative,2,4,4,12,25.0,42.0,2,0.0037314109931257744,0.004838049274171383,0.0011117404438247937,0.008959929008290806,0.017543859649122806,0.0740514075887393,0.07212141343382057,0.0585513622962207,cluster_1,cluster_1
"Brito, Jorge","Ilabaca, Marcos",1.8695652173913044,Región de Valparaíso (16),Región de Los Ríos (5),RD,PS,Jorge Brito Hasbun,Marcos Ilabaca Cerda,izquierda,centro_izquierda,jorge brito,marcos ilabaca,negative,negative,2,4,4,12,25.0,42.0,2,0.0037314109931257744,0.004838049274171383,0.0011117404438247937,0.008959929008290806,0.017543859649122806,0.0740514075887393,0.07212141343382057,0.0585513622962207,cluster_1,cluster_1
"Labra, Paula","Schalper, Diego",1.8708827404479575,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),Ind-RN,RN,Paula Labra Besserer,Diego Schalper Sepulveda,centro_derecha,centro_derecha,paula labra,diego schalper,positive,positive,2,2,17,1,10.0,86.0,2,0.003941127195968306,0.03442255882263488,0.005293656326246079,0.0033738803410291733,0.04567307692307692,0.2331288343558282,0.03579005155242687,0.1855878281335197,cluster_4,cluster_4
"Coloma, Juan Antonio","Undurraga, Francisco",1.8722002635046116,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Evópoli,Juan Antonio Coloma Alamos,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,juan antonio coloma,francisco undurraga,positive,positive,3,8,11,2,59.0,47.0,5,0.003669225254095355,0.046209286283545016,0.0021464394983042594,0.004814395259672359,0.023496240601503758,0.2304002192982456,0.14938467296323665,0.11774056669617243,cluster_5,cluster_1
"Coloma, Juan Antonio","Undurraga, Francisco",1.8722002635046116,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Evópoli,Juan Antonio Coloma Alamos,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,juan antonio coloma,francisco undurraga,positive,positive,3,8,11,2,59.0,47.0,5,0.003669225254095355,0.046209286283545016,0.0021464394983042594,0.004814395259672359,0.023496240601503758,0.2304002192982456,0.14938467296323665,0.11774056669617243,cluster_5,cluster_1
"Coloma, Juan Antonio","Undurraga, Francisco",1.8722002635046116,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Evópoli,Juan Antonio Coloma Alamos,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,juan antonio coloma,francisco undurraga,neutral,neutral,3,8,11,2,59.0,47.0,5,0.003669225254095355,0.046209286283545016,0.0021464394983042594,0.004814395259672359,0.023496240601503758,0.2304002192982456,0.14938467296323665,0.11774056669617243,cluster_5,cluster_1
"Cariola, Karol","Cuello, Luis Alberto",1.8735177865612649,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PCCh,PCCh,Karol Cariola Oliva,Luis Cuello Pena y Lillo,izquierda,izquierda,karol cariola,luis cuello,positive,positive,12,24,10,9,111.0,35.0,13,0.006183932373787416,0.006746641865003008,0.023744309672551225,0.006172106112198479,0.0805921052631579,0.07922149122807018,0.22865286518953865,0.06048908377593629,cluster_2,cluster_3
"Morales, Javiera","Ramirez, Matias",1.8735177865612649,Región de Magallanes y la Antártica Chilena (3),Región de Tarapacá (3),CS,PCCh,Javiera Morales Alvarado,Matias Ramirez Pascal,izquierda,izquierda,javiera morales,matías ramírez,positive,positive,2,5,2,0,15.0,2.0,0,0.004167435451891711,0.00443178227973678,0.00162305598433169,0.0,0.03132832080200501,0.03369218500797448,0.017380491066476156,0.006719046684076015,cluster_1,cluster_1
"Astudillo, Danisa","Delgado, Viviana",1.8748353096179184,Región de Tarapacá (3),Región Metropolitana de Santiago (47),PS,Ind-PL,Danisa Astudillo Peiretti,Viviana Delgado Riquelme,centro_izquierda,centro_izquierda,danisa astudillo,viviana delgado,positive,positive,0,7,3,4,11.0,19.0,1,0.0029305674310870604,0.0038152186381142277,0.0,0.0010724536974972667,0.0,0.05432937181663836,8.831898122157763e-16,0.07626425708364479,cluster_7,cluster_2
"Gonzalez, Mauro","Raphael, Marcia",1.884057971014493,Región de Los Lagos (9),Región de Aysén del General Carlos Ibáńez del Campo (3),RN,RN,Mauro Gonzalez Villarroel,Marcia Raphael Mora,centro_derecha,centro_derecha,mauro gonzález,marcia raphael,positive,positive,2,6,6,2,13.0,12.0,5,0.0035403112232966095,0.006235697036030575,8.71383757406762e-05,0.0,0.013157894736842105,0.05053827751196173,0.0064584655931998105,0.014967614918930271,cluster_6,cluster_6
"Guzman, Jorge","Undurraga, Francisco",1.8853754940711465,Región del Maule (11),Región Metropolitana de Santiago (47),Evópoli,Evópoli,Jorge Guzman Zepeda,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,jorge guzmán,francisco undurraga,neutral,neutral,0,2,11,2,8.0,47.0,0,0.0029305674310870604,0.046209286283545016,0.0,0.004814395259672359,0.0,0.2304002192982456,0.03427248301475283,0.11774056669617243,cluster_1,cluster_1
"Concha, Sara","Von Muhlenbrock, Gaston",1.8866930171278,Región de Ńuble (5),Región de Los Ríos (5),PSC,UDI,Sara Concha Smith,Gaston von Muhlenbrock Zamora,derecha,centro_derecha,sara concha,gaston von muhlenbrock,positive,positive,1,11,3,0,25.0,4.0,1,0.0032863913694551484,0.004389278721457233,0.0012489833856163587,0.0,0.006578947368421052,0.03970864661654135,0.031432451912270364,0.005949385430904011,cluster_6,cluster_6
"Rey, Hugo","Romero, Natalia",1.8866930171278,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),RN,Ind-UDI,Hugo Rey Martinez,Natalia Romero Talguia,centro_derecha,centro_derecha,hugo rey,natalia romero,positive,positive,7,1,14,0,10.0,31.0,7,0.008885620882526162,0.02207186048122681,0.0,0.0,0.05388823181549379,0.135498320268757,0.01120712442619032,0.04064009841601201,cluster_6,cluster_6
"Astudillo, Danisa","Santana, Juan",1.8880105401844527,Región de Tarapacá (3),Región de Atacama (5),PS,PS,Danisa Astudillo Peiretti,Juan Santana Castillo,centro_izquierda,centro_izquierda,danisa astudillo,juan santana,positive,positive,0,7,9,1,11.0,32.0,1,0.0029305674310870604,0.014995578284714034,0.0,0.0014283432090159169,0.0,0.13921052631578948,8.831898122157763e-16,0.08465475242233617,cluster_7,cluster_7
"Benavente, Gustavo","Borquez, Fernando",1.8880105401844527,Región del Maule (11),Región de Los Lagos (9),UDI,Ind-UDI,Gustavo Benavente Vergara,Fernando Borquez Montecinos,centro_derecha,centro_derecha,gustavo benavente,fernando bórquez,positive,positive,0,9,3,8,24.0,23.0,5,0.0029305674310870604,0.003626428054511895,0.0,0.0005838271174625306,0.0,0.019736842105263157,0.03778611389218854,0.01897494078777179,cluster_5,cluster_5
"Bravo, Marta","Martinez, Cristobal",1.8893280632411067,Región de Ńuble (5),Región de Ńuble (5),UDI,UDI,Marta Bravo Salinas,Cristobal Martinez Ramirez,centro_derecha,centro_derecha,marta bravo,cristóbal martínez,positive,positive,0,4,7,0,12.0,20.0,1,0.0029305674310870604,0.006554216134591015,0.0,0.0,0.0,0.05157894736842106,0.02537505336107635,0.03333738002389938,cluster_5,cluster_5
"Bulnes, Mercedes","Palma, Hernan",1.8906455862977605,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,PH,Mercedes Bulnes Nunez,Hernan Palma Perez,izquierda,izquierda,mercedes bulnes,hernán palma,positive,positive,6,12,5,0,27.0,11.0,2,0.004374706195382495,0.0079365500840394,0.0009993542822925882,0.0,0.04029605263157895,0.1150181488203267,0.04351146300710888,0.04772859805475928,cluster_2,cluster_2
"Cuello, Luis Alberto","Mix, Claudia",1.8906455862977605,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PCCh,Comunes,Luis Cuello Pena y Lillo,Claudia Mix Jimenez,izquierda,izquierda,luis cuello,claudia mix,positive,positive,10,9,2,0,35.0,13.0,0,0.006746641865003008,0.0041704415521219606,0.006172106112198479,0.0,0.07922149122807018,0.07925696594427244,0.06048908377593629,0.0312158926215748,cluster_3,cluster_2
"Munoz, Francesca","Romero, Natalia",1.8919631093544136,Región del Biobío (13),Región del Libertador General Bernardo O'Higgins (9),PSC,Ind-UDI,Francesca Munoz Gonzalez,Natalia Romero Talguia,derecha,centro_derecha,francesca muñoz,natalia romero,positive,positive,6,5,14,0,30.0,31.0,4,0.005751581554875469,0.02207186048122681,0.0030207970256767745,0.0,0.046200473092844474,0.135498320268757,0.01575506698275356,0.04064009841601201,cluster_6,cluster_6
"Delgado, Viviana","Santana, Juan",1.8932806324110671,Región Metropolitana de Santiago (47),Región de Atacama (5),Ind-PL,PS,Viviana Delgado Riquelme,Juan Santana Castillo,centro_izquierda,centro_izquierda,viviana delgado,juan santana,negative,negative,3,4,9,1,19.0,32.0,1,0.0038152186381142277,0.014995578284714034,0.0010724536974972667,0.0014283432090159169,0.05432937181663836,0.13921052631578948,0.07626425708364479,0.08465475242233617,cluster_2,cluster_7
"Ilabaca, Marcos","Winter, Gonzalo",1.8932806324110671,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,CS,Marcos Ilabaca Cerda,Gonzalo Winter Etcheberry,centro_izquierda,izquierda,marcos ilabaca,gonzalo winter,positive,positive,4,12,10,1,42.0,41.0,3,0.004838049274171383,0.03589801482299446,0.008959929008290806,0.0007485894009944202,0.0740514075887393,0.23796671165092217,0.0585513622962207,0.1200664607204339,cluster_1,cluster_1
