parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,Unnamed: 0,person_1,person_2,label,sentiment,date,original_index
"Bianchi, Carlos","Undurraga, Alberto",1.8379446640316208,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,PDC,Carlos Bianchi Chelech,Alberto Undurraga Vicuna,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Bianchi, Carlos","Gonzalez, Marta",1.8379446640316208,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-PPD,Ind-PPD,Carlos Bianchi Chelech,Marta Gonzalez Olea,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Bernales, Alejandro","Ulloa, Hector",1.8379446640316208,Región de Los Lagos (9),Región de Los Lagos (9),PL,Ind-PPD,Alejandro Bernales Maldonado,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,3109.0,alejandro bernales,héctor ulloa,neutral,neutral,Unknown,799.0
"Berger, Bernardo","Celis, Andres",1.8379446640316208,Región de Los Ríos (5),Región de Valparaíso (16),Ind-RN,RN,Bernardo Berger Fett,Andres Celis Montt,centro_derecha,centro_derecha,,,,,no_link_found,,
"Astudillo, Danisa","Melo, Daniel",1.8379446640316208,Región de Tarapacá (3),Región Metropolitana de Santiago (47),PS,PS,Danisa Astudillo Peiretti,Daniel Melo Contreras,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Cornejo, Eduardo","Undurraga, Francisco",1.8379446640316208,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),UDI,Evópoli,Eduardo Cornejo Lagos,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,,,,,no_link_found,,
"Cid, Sofia","Donoso, Felipe",1.8379446640316208,Región de Atacama (5),Región del Maule (11),RN,UDI,Sofia Cid Versalovic,Felipe Donoso Castro,centro_derecha,centro_derecha,,,,,no_link_found,,
"Martinez, Cristobal","Moreno, Benjamin",1.839262187088274,Región de Ńuble (5),Región del Maule (11),UDI,PLR,Cristobal Martinez Ramirez,Benjamin Moreno Bascur,centro_derecha,derecha,,,,,no_link_found,,
"Bravo, Marta","Sauerbaum, Frank",1.839262187088274,Región de Ńuble (5),Región de Ńuble (5),UDI,RN,Marta Bravo Salinas,Frank Sauerbaum Munoz,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bulnes, Mercedes","Winter, Gonzalo",1.839262187088274,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,CS,Mercedes Bulnes Nunez,Gonzalo Winter Etcheberry,izquierda,izquierda,,,,,no_link_found,,
"Berger, Bernardo","Bravo, Marta",1.839262187088274,Región de Los Ríos (5),Región de Ńuble (5),Ind-RN,UDI,Bernardo Berger Fett,Marta Bravo Salinas,centro_derecha,centro_derecha,,,,,no_link_found,,
"Astudillo, Danisa","Bianchi, Carlos",1.839262187088274,Región de Tarapacá (3),Región de Magallanes y la Antártica Chilena (3),PS,Ind-PPD,Danisa Astudillo Peiretti,Carlos Bianchi Chelech,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Lilayu, Daniel","Longton, Andres",1.839262187088274,Región de Los Lagos (9),Región de Valparaíso (16),UDI,RN,Daniel Lilayu Vivanco,Andres Longton Herrera,centro_derecha,centro_derecha,,,,,no_link_found,,
"Raphael, Marcia","Sanchez, Luis",1.839262187088274,Región de Aysén del General Carlos Ibáńez del Campo (3),Región de Valparaíso (16),RN,PLR,Marcia Raphael Mora,Luis Sanchez Ossa,centro_derecha,derecha,,,,,no_link_found,,
"Cariola, Karol","Castillo, Nathalie",1.839262187088274,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PCCh,PCCh,Karol Cariola Oliva,Nathalie Castillo Rojas,izquierda,izquierda,1140.0,karol cariola,nathalie castillo,positive,positive,Unknown,312.0
"Araya, Jaime","Bravo, Ana Maria",1.839262187088274,Región de Antofagasta (5),Región de Los Ríos (5),Ind-PPD,PS,Jaime Araya Guerrero,Ana Maria Bravo Castro,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Cariola, Karol","Pizarro, Lorena",1.839262187088274,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PCCh,Karol Cariola Oliva,Lorena Pizarro Sierra,izquierda,izquierda,,,,,no_link_found,,
"Musante, Camila","Placencia, Alejandra",1.839262187088274,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Camila Musante Muller,Alejandra Placencia Cabello,centro_izquierda,izquierda,,,,,no_link_found,,
"Duran, Eduardo","Labbe, Cristian",1.839262187088274,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,UDI,Eduardo Duran Salinas,Cristian Labbe Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Beltran, Juan Carlos","Bravo, Marta",1.839262187088274,Región de la Araucanía (11),Región de Ńuble (5),RN,UDI,Juan Carlos Beltran Silva,Marta Bravo Salinas,centro_derecha,centro_derecha,,,,,no_link_found,,
"Mellado, Cosme","Veloso, Consuelo",1.839262187088274,Región del Libertador General Bernardo O'Higgins (9),Región del Maule (11),PR,RD,Cosme Mellado Pino,Consuelo Veloso Avila,centro_izquierda,izquierda,,,,,no_link_found,,
"Ossandon, Ximena","Trisotti, Renzo",1.839262187088274,Región Metropolitana de Santiago (47),Región de Tarapacá (3),RN,UDI,Ximena Ossandon Irarrazabal,Renzo Trisotti Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Morales, Javiera","Santana, Juan",1.839262187088274,Región de Magallanes y la Antártica Chilena (3),Región de Atacama (5),CS,PS,Javiera Morales Alvarado,Juan Santana Castillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Coloma, Juan Antonio","Meza, Jose Carlos",1.8405797101449275,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PLR,Juan Antonio Coloma Alamos,Jose Carlos Meza Pereira,centro_derecha,derecha,,,,,no_link_found,,
"Leiva, Raul","Yeomans, Gael",1.8405797101449275,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,CS,Raul Leiva Carvajal,Gael Yeomans Araya,centro_izquierda,izquierda,,,,,no_link_found,,
"Mellado, Cosme","Yeomans, Gael",1.8405797101449275,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),PR,CS,Cosme Mellado Pino,Gael Yeomans Araya,centro_izquierda,izquierda,,,,,no_link_found,,
"Malla, Luis","Palma, Hernan",1.8405797101449275,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,PH,Luis Malla Valenzuela,Hernan Palma Perez,centro_izquierda,izquierda,,,,,no_link_found,,
"Leiva, Raul","Schneider, Emilia",1.8405797101449275,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,CS,Raul Leiva Carvajal,Emilia Schneider Videla,centro_izquierda,izquierda,,,,,no_link_found,,
"Borquez, Fernando","Fuenzalida, Juan",1.8405797101449275,Región de Los Lagos (9),Región de Coquimbo (7),Ind-UDI,UDI,Fernando Borquez Montecinos,Juan Manuel Fuenzalida Cobo,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bugueno, Felix","Cifuentes, Ricardo",1.8405797101449275,Región del Libertador General Bernardo O'Higgins (9),Región de Coquimbo (7),Comunes,PDC,Felix Bugueno Sotelo,Ricardo Cifuentes Lillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Lagomarsino, Tomas","Videla, Sebastian",1.8405797101449275,Región de Valparaíso (16),Región de Antofagasta (5),PR,Ind-PL,Tomas Lagomarsino Guzman,Sebastian Videla Castillo,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Brito, Jorge","Naranjo, Jaime",1.8405797101449275,Región de Valparaíso (16),Región del Maule (11),RD,PS,Jorge Brito Hasbun,Jaime Naranjo Ortiz,izquierda,centro_izquierda,,,,,no_link_found,,
"Bravo, Ana Maria","Musante, Camila",1.8405797101449275,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,Ind-PPD,Ana Maria Bravo Castro,Camila Musante Muller,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Giordano, Andres","Melo, Daniel",1.8405797101449275,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-RD,PS,Andres Giordano Salazar,Daniel Melo Contreras,izquierda,centro_izquierda,,,,,no_link_found,,
"Carter, Alvaro","Weisse, Flor",1.8405797101449275,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-UDI,UDI,Alvaro Carter Fernandez,Flor Weisse Novoa,centro_derecha,centro_derecha,,,,,no_link_found,,
"Astudillo, Danisa","Rojas, Camila",1.8405797101449275,Región de Tarapacá (3),Región de Valparaíso (16),PS,Comunes,Danisa Astudillo Peiretti,Camila Rojas Valderrama,centro_izquierda,izquierda,,,,,no_link_found,,
"Araya, Cristian","Sulantay, Marco Antonio",1.8405797101449275,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PLR,UDI,Cristian Araya Lerdo de Tejada,Marco Sulantay Olivares,derecha,centro_derecha,,,,,no_link_found,,
"Mirosevic, Vlado","Riquelme, Marcela",1.8405797101449275,Región de Arica y Parinacota (3),Región del Libertador General Bernardo O'Higgins (9),PL,Ind-CS,Vlado Mirosevic Verdugo,Marcela Riquelme Aliaga,centro_izquierda,izquierda,309.0,vlado mirosevic,marcela riquelme,positive,positive,Unknown,97.0
"Undurraga, Francisco","Von Muhlenbrock, Gaston",1.841897233201581,Región Metropolitana de Santiago (47),Región de Los Ríos (5),Evópoli,UDI,Francisco Undurraga Gazitua,Gaston von Muhlenbrock Zamora,centro_derecha,centro_derecha,,,,,no_link_found,,
"Borquez, Fernando","Munoz, Francesca",1.841897233201581,Región de Los Lagos (9),Región del Biobío (13),Ind-UDI,PSC,Fernando Borquez Montecinos,Francesca Munoz Gonzalez,centro_derecha,derecha,,,,,no_link_found,,
"Kaiser, Johannes","Sulantay, Marco Antonio",1.841897233201581,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PLR,UDI,Johannes Kaiser Barents-Von Hohenhagen,Marco Sulantay Olivares,derecha,centro_derecha,,,,,no_link_found,,
"Gazmuri, Ana Maria","Yeomans, Gael",1.841897233201581,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),AH,CS,Ana Maria Gazmuri Vieira,Gael Yeomans Araya,izquierda,izquierda,,,,,no_link_found,,
"Araya, Jaime","Ilabaca, Marcos",1.841897233201581,Región de Antofagasta (5),Región de Los Ríos (5),Ind-PPD,PS,Jaime Araya Guerrero,Marcos Ilabaca Cerda,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Gonzalez, Mauro","Leal, Henry",1.841897233201581,Región de Los Lagos (9),Región de la Araucanía (11),RN,UDI,Mauro Gonzalez Villarroel,Henry Leal Bizama,centro_derecha,centro_derecha,,,,,no_link_found,,
"Palma, Hernan","Veloso, Consuelo",1.841897233201581,Región Metropolitana de Santiago (47),Región del Maule (11),PH,RD,Hernan Palma Perez,Consuelo Veloso Avila,izquierda,izquierda,,,,,no_link_found,,
"Bulnes, Mercedes","Fries, Lorena",1.841897233201581,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,CS,Mercedes Bulnes Nunez,Lorena Fries Monleon,izquierda,izquierda,,,,,no_link_found,,
"Schneider, Emilia","Tapia, Cristian",1.841897233201581,Región Metropolitana de Santiago (47),Región de Atacama (5),CS,Ind-PPD,Emilia Schneider Videla,Cristian Tapia Ramos,izquierda,centro_izquierda,,,,,no_link_found,,
"Bulnes, Mercedes","Giordano, Andres",1.841897233201581,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,Ind-RD,Mercedes Bulnes Nunez,Andres Giordano Salazar,izquierda,izquierda,1126.0,mercedes bulnes,andrés giordano,positive,positive,Unknown,312.0
"Fries, Lorena","Nuyado, Emilia",1.841897233201581,Región Metropolitana de Santiago (47),Región de Los Lagos (9),CS,PS,Lorena Fries Monleon,Emilia Nuyado Ancapichun,izquierda,centro_izquierda,,,,,no_link_found,,
"Undurraga, Francisco","Weisse, Flor",1.841897233201581,Región Metropolitana de Santiago (47),Región del Biobío (13),Evópoli,UDI,Francisco Undurraga Gazitua,Flor Weisse Novoa,centro_derecha,centro_derecha,,,,,no_link_found,,
"Mix, Claudia","Serrano, Daniela",1.841897233201581,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Comunes,PCCh,Claudia Mix Jimenez,Daniela Serrano Salazar,izquierda,izquierda,,,,,no_link_found,,
"De la Carrera, Gonzalo","Jurgensen, Harry",1.841897233201581,Región Metropolitana de Santiago (47),Región de Los Lagos (9),Ind-PLR,Ind-PLR,Gonzalo de la Carrera Correa,Harry Jurgensen Rundshagen,derecha,derecha,,,,,no_link_found,,
"Castro, Jose Miguel","Labra, Paula",1.841897233201581,Región de Antofagasta (5),Región del Maule (11),RN,Ind-RN,Jose Miguel Castro Bascunan,Paula Labra Besserer,centro_derecha,centro_derecha,1425.0,jose miguel castro,paula labra,positive,positive,Unknown,381.0
"Leiva, Raul","Santana, Juan",1.841897233201581,Región Metropolitana de Santiago (47),Región de Atacama (5),PS,PS,Raul Leiva Carvajal,Juan Santana Castillo,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Matheson, Christian","Schubert, Stephan",1.841897233201581,Región de Magallanes y la Antártica Chilena (3),Región de la Araucanía (11),Ind-Evópoli,Ind-PLR,Christian Matheson Villan,Stephan Schubert Rubio,centro_derecha,derecha,,,,,no_link_found,,
"Duran, Eduardo","Von Muhlenbrock, Gaston",1.841897233201581,Región Metropolitana de Santiago (47),Región de Los Ríos (5),RN,UDI,Eduardo Duran Salinas,Gaston von Muhlenbrock Zamora,centro_derecha,centro_derecha,,,,,no_link_found,,
"Olivera, Erika","Perez, Joanna",1.841897233201581,Región Metropolitana de Santiago (47),Región del Biobío (13),Demócratas,Demócratas,Erika Olivera de la Fuente,Joanna Perez Olea,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Irarrazaval, Juan","Labbe, Cristian",1.841897233201581,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,UDI,Juan Irarrazaval Rossel,Cristian Labbe Martinez,derecha,centro_derecha,,,,,no_link_found,,
"Cornejo, Eduardo","Leal, Henry",1.841897233201581,Región del Libertador General Bernardo O'Higgins (9),Región de la Araucanía (11),UDI,UDI,Eduardo Cornejo Lagos,Henry Leal Bizama,centro_derecha,centro_derecha,,,,,no_link_found,,
"Naranjo, Jaime","Soto, Leonardo",1.841897233201581,Región del Maule (11),Región Metropolitana de Santiago (47),PS,PS,Jaime Naranjo Ortiz,Leonardo Soto Ferrada,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Gonzalez, Felix","Tapia, Cristian",1.8432147562582344,Región del Biobío (13),Región de Atacama (5),PEV,Ind-PPD,Felix Gonzalez Gatica,Cristian Tapia Ramos,izquierda,centro_izquierda,,,,,no_link_found,,
"Lilayu, Daniel","Romero, Agustin",1.8432147562582344,Región de Los Lagos (9),Región Metropolitana de Santiago (47),UDI,PLR,Daniel Lilayu Vivanco,Agustin Romero Leiva,centro_derecha,derecha,,,,,no_link_found,,
"Brito, Jorge","Ramirez, Matias",1.8432147562582344,Región de Valparaíso (16),Región de Tarapacá (3),RD,PCCh,Jorge Brito Hasbun,Matias Ramirez Pascal,izquierda,izquierda,1903.0,jorge brito,matías ramírez,neutral,neutral,Unknown,510.0
"Rojas, Camila","Venegas, Nelson",1.8432147562582344,Región de Valparaíso (16),Región de Valparaíso (16),Comunes,PS,Camila Rojas Valderrama,Nelson Venegas Salazar,izquierda,centro_izquierda,,,,,no_link_found,,
"Schneider, Emilia","Soto, Raul",1.8432147562582344,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),CS,PPD,Emilia Schneider Videla,Raul Soto Mardones,izquierda,centro_izquierda,,,,,no_link_found,,
"Nuyado, Emilia","Sepulveda, Alexis",1.8432147562582344,Región de Los Lagos (9),Región del Maule (11),PS,PR,Emilia Nuyado Ancapichun,Alexis Sepulveda Soto,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Giordano, Andres","Videla, Sebastian",1.8432147562582344,Región Metropolitana de Santiago (47),Región de Antofagasta (5),Ind-RD,Ind-PL,Andres Giordano Salazar,Sebastian Videla Castillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Naranjo, Jaime","Veloso, Consuelo",1.8432147562582344,Región del Maule (11),Región del Maule (11),PS,RD,Jaime Naranjo Ortiz,Consuelo Veloso Avila,centro_izquierda,izquierda,,,,,no_link_found,,
"Schubert, Stephan","Von Muhlenbrock, Gaston",1.8432147562582344,Región de la Araucanía (11),Región de Los Ríos (5),Ind-PLR,UDI,Stephan Schubert Rubio,Gaston von Muhlenbrock Zamora,derecha,centro_derecha,,,,,no_link_found,,
"Coloma, Juan Antonio","Romero, Agustin",1.8432147562582344,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PLR,Juan Antonio Coloma Alamos,Agustin Romero Leiva,centro_derecha,derecha,,,,,no_link_found,,
"Naranjo, Jaime","Ramirez, Matias",1.8432147562582344,Región del Maule (11),Región de Tarapacá (3),PS,PCCh,Jaime Naranjo Ortiz,Matias Ramirez Pascal,centro_izquierda,izquierda,,,,,no_link_found,,
"Berger, Bernardo","Leal, Henry",1.8432147562582344,Región de Los Ríos (5),Región de la Araucanía (11),Ind-RN,UDI,Bernardo Berger Fett,Henry Leal Bizama,centro_derecha,centro_derecha,,,,,no_link_found,,
"Naranjo, Jaime","Pizarro, Lorena",1.8432147562582344,Región del Maule (11),Región Metropolitana de Santiago (47),PS,PCCh,Jaime Naranjo Ortiz,Lorena Pizarro Sierra,centro_izquierda,izquierda,,,,,no_link_found,,
"Santana, Juan","Videla, Sebastian",1.8432147562582344,Región de Atacama (5),Región de Antofagasta (5),PS,Ind-PL,Juan Santana Castillo,Sebastian Videla Castillo,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Moreira, Cristhian","Teao, Hotuiti",1.8432147562582344,Región Metropolitana de Santiago (47),Región de Valparaíso (16),UDI,Ind-Evópoli,Cristhian Moreira Barros,Hotuiti Teao Drago,centro_derecha,centro_derecha,,,,,no_link_found,,
"Longton, Andres","Romero, Natalia",1.844532279314888,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),RN,Ind-UDI,Andres Longton Herrera,Natalia Romero Talguia,centro_derecha,centro_derecha,,,,,no_link_found,,
"Beltran, Juan Carlos","Guzman, Jorge",1.844532279314888,Región de la Araucanía (11),Región del Maule (11),RN,Evópoli,Juan Carlos Beltran Silva,Jorge Guzman Zepeda,centro_derecha,centro_derecha,,,,,no_link_found,,
"Malla, Luis","Winter, Gonzalo",1.844532279314888,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,CS,Luis Malla Valenzuela,Gonzalo Winter Etcheberry,centro_izquierda,izquierda,,,,,no_link_found,,
"Sauerbaum, Frank","Sanchez, Luis",1.844532279314888,Región de Ńuble (5),Región de Valparaíso (16),RN,PLR,Frank Sauerbaum Munoz,Luis Sanchez Ossa,centro_derecha,derecha,,,,,no_link_found,,
"Cid, Sofia","Sulantay, Marco Antonio",1.844532279314888,Región de Atacama (5),Región de Coquimbo (7),RN,UDI,Sofia Cid Versalovic,Marco Sulantay Olivares,centro_derecha,centro_derecha,,,,,no_link_found,,
"Cariola, Karol","Giordano, Andres",1.844532279314888,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,Ind-RD,Karol Cariola Oliva,Andres Giordano Salazar,izquierda,izquierda,1143.0,karol cariola,andrés giordano,positive,positive,Unknown,312.0
"Borquez, Fernando","Schubert, Stephan",1.844532279314888,Región de Los Lagos (9),Región de la Araucanía (11),Ind-UDI,Ind-PLR,Fernando Borquez Montecinos,Stephan Schubert Rubio,centro_derecha,derecha,,,,,no_link_found,,
"Bello, Maria Francisca","Venegas, Nelson",1.844532279314888,Región de Valparaíso (16),Región de Valparaíso (16),CS,PS,Maria Francisca Bello Campos,Nelson Venegas Salazar,izquierda,centro_izquierda,,,,,no_link_found,,
"Cicardini, Daniella","Pizarro, Lorena",1.844532279314888,Región de Atacama (5),Región Metropolitana de Santiago (47),PS,PCCh,Daniella Cicardini Milla,Lorena Pizarro Sierra,centro_izquierda,izquierda,,,,,no_link_found,,
"Bello, Maria Francisca","Ulloa, Hector",1.844532279314888,Región de Valparaíso (16),Región de Los Lagos (9),CS,Ind-PPD,Maria Francisca Bello Campos,Hector Ulloa Aguilera,izquierda,centro_izquierda,,,,,no_link_found,,
"Concha, Sara","Rey, Hugo",1.844532279314888,Región de Ńuble (5),Región del Maule (11),PSC,RN,Sara Concha Smith,Hugo Rey Martinez,derecha,centro_derecha,2011.0,sara concha,hugo rey,positive,positive,Unknown,528.0
"Teao, Hotuiti","Weisse, Flor",1.844532279314888,Región de Valparaíso (16),Región del Biobío (13),Ind-Evópoli,UDI,Hotuiti Teao Drago,Flor Weisse Novoa,centro_derecha,centro_derecha,,,,,no_link_found,,
"Celis, Andres","Concha, Sara",1.844532279314888,Región de Valparaíso (16),Región de Ńuble (5),RN,PSC,Andres Celis Montt,Sara Concha Smith,centro_derecha,derecha,,,,,no_link_found,,
"Cicardini, Daniella","Nanco, Ericka",1.844532279314888,Región de Atacama (5),Región de la Araucanía (11),PS,RD,Daniella Cicardini Milla,Ericka Nanco Vasquez,centro_izquierda,izquierda,,,,,no_link_found,,
"Bianchi, Carlos","Ilabaca, Marcos",1.844532279314888,Región de Magallanes y la Antártica Chilena (3),Región de Los Ríos (5),Ind-PPD,PS,Carlos Bianchi Chelech,Marcos Ilabaca Cerda,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Araya, Cristian","Martinez, Cristobal",1.844532279314888,Región Metropolitana de Santiago (47),Región de Ńuble (5),PLR,UDI,Cristian Araya Lerdo de Tejada,Cristobal Martinez Ramirez,derecha,centro_derecha,,,,,no_link_found,,
"Barchiesi, Chiara","Coloma, Juan Antonio",1.844532279314888,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,UDI,Chiara Barchiesi Chavez,Juan Antonio Coloma Alamos,derecha,centro_derecha,,,,,no_link_found,,
"Araya, Cristian","Weisse, Flor",1.844532279314888,Región Metropolitana de Santiago (47),Región del Biobío (13),PLR,UDI,Cristian Araya Lerdo de Tejada,Flor Weisse Novoa,derecha,centro_derecha,,,,,no_link_found,,
"Araya, Jaime","Bianchi, Carlos",1.8458498023715413,Región de Antofagasta (5),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,Ind-PPD,Jaime Araya Guerrero,Carlos Bianchi Chelech,centro_izquierda,centro_izquierda,1058.0,jaime araya,carlos bianchi,positive,positive,Unknown,312.0
"Araya, Jaime","Bianchi, Carlos",1.8458498023715413,Región de Antofagasta (5),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,Ind-PPD,Jaime Araya Guerrero,Carlos Bianchi Chelech,centro_izquierda,centro_izquierda,2141.0,jaime araya,carlos bianchi,positive,positive,Unknown,547.0
"Matheson, Christian","Romero, Agustin",1.8458498023715413,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,PLR,Christian Matheson Villan,Agustin Romero Leiva,centro_derecha,derecha,,,,,no_link_found,,
"Duran, Eduardo","Ossandon, Ximena",1.8458498023715413,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,RN,Eduardo Duran Salinas,Ximena Ossandon Irarrazabal,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bobadilla, Sergio","Labra, Paula",1.8458498023715413,Región del Biobío (13),Región del Maule (11),UDI,Ind-RN,Sergio Bobadilla Munoz,Paula Labra Besserer,centro_derecha,centro_derecha,,,,,no_link_found,,
"Gonzalez, Mauro","Guzman, Jorge",1.8458498023715413,Región de Los Lagos (9),Región del Maule (11),RN,Evópoli,Mauro Gonzalez Villarroel,Jorge Guzman Zepeda,centro_derecha,centro_derecha,,,,,no_link_found,,
"Ramirez, Guillermo","Teao, Hotuiti",1.8458498023715413,Región Metropolitana de Santiago (47),Región de Valparaíso (16),UDI,Ind-Evópoli,Guillermo Ramirez Diez,Hotuiti Teao Drago,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bernales, Alejandro","Saez, Jaime",1.8458498023715413,Región de Los Lagos (9),Región de Los Lagos (9),PL,RD,Alejandro Bernales Maldonado,Jaime Saez Quiroz,centro_izquierda,izquierda,,,,,no_link_found,,
"Gonzalez, Marta","Nuyado, Emilia",1.8458498023715413,Región del Libertador General Bernardo O'Higgins (9),Región de Los Lagos (9),Ind-PPD,PS,Marta Gonzalez Olea,Emilia Nuyado Ancapichun,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Malla, Luis","Morales, Javiera",1.8458498023715413,Región de Arica y Parinacota (3),Región de Magallanes y la Antártica Chilena (3),PL,CS,Luis Malla Valenzuela,Javiera Morales Alvarado,centro_izquierda,izquierda,,,,,no_link_found,,
"Bello, Maria Francisca","Soto, Leonardo",1.8458498023715413,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,PS,Maria Francisca Bello Campos,Leonardo Soto Ferrada,izquierda,centro_izquierda,,,,,no_link_found,,
"Matheson, Christian","Romero, Natalia",1.8458498023715413,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-Evópoli,Ind-UDI,Christian Matheson Villan,Natalia Romero Talguia,centro_derecha,centro_derecha,624.0,christian matheson,natalia romero,positive,positive,Unknown,188.0
"Matheson, Christian","Romero, Natalia",1.8458498023715413,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-Evópoli,Ind-UDI,Christian Matheson Villan,Natalia Romero Talguia,centro_derecha,centro_derecha,1801.0,christian matheson,natalia romero,neutral,neutral,Unknown,479.0
"Bernales, Alejandro","Naranjo, Jaime",1.8458498023715413,Región de Los Lagos (9),Región del Maule (11),PL,PS,Alejandro Bernales Maldonado,Jaime Naranjo Ortiz,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Mellado, Miguel","Romero, Agustin",1.847167325428195,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,PLR,Miguel Mellado Suazo,Agustin Romero Leiva,centro_derecha,derecha,,,,,no_link_found,,
"Castro, Jose Miguel","Matheson, Christian",1.847167325428195,Región de Antofagasta (5),Región de Magallanes y la Antártica Chilena (3),RN,Ind-Evópoli,Jose Miguel Castro Bascunan,Christian Matheson Villan,centro_derecha,centro_derecha,,,,,no_link_found,,
"Mellado, Cosme","Ulloa, Hector",1.847167325428195,Región del Libertador General Bernardo O'Higgins (9),Región de Los Lagos (9),PR,Ind-PPD,Cosme Mellado Pino,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Donoso, Felipe","Gonzalez, Mauro",1.847167325428195,Región del Maule (11),Región de Los Lagos (9),UDI,RN,Felipe Donoso Castro,Mauro Gonzalez Villarroel,centro_derecha,centro_derecha,,,,,no_link_found,,
"Ilabaca, Marcos","Morales, Javiera",1.847167325428195,Región de Los Ríos (5),Región de Magallanes y la Antártica Chilena (3),PS,CS,Marcos Ilabaca Cerda,Javiera Morales Alvarado,centro_izquierda,izquierda,,,,,no_link_found,,
"Concha, Sara","Rathgeb, Jorge",1.847167325428195,Región de Ńuble (5),Región de la Araucanía (11),PSC,RN,Sara Concha Smith,Jorge Rathgeb Schifferli,derecha,centro_derecha,,,,,no_link_found,,
"Melo, Daniel","Yeomans, Gael",1.847167325428195,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,CS,Daniel Melo Contreras,Gael Yeomans Araya,centro_izquierda,izquierda,,,,,no_link_found,,
